Method,RR,Hit@5,Precision@5,Recall@5,Hit@10,Precision@10,Recall@10,query_id
Embedding(FAISS),0.0,0.0,0.0,0.0,0.0,0.0,0.0,auto_q_1089
Embedding(FAISS),1.0,1.0,0.2,1.0,1.0,0.1,1.0,auto_q_1090
Embedding(FAISS),0.0,0.0,0.0,0.0,0.0,0.0,0.0,auto_q_1091
Embedding(FAISS),1.0,1.0,0.2,1.0,1.0,0.1,1.0,auto_q_1092
Embedding(FAISS),1.0,1.0,0.2,1.0,1.0,0.1,1.0,auto_q_1093
Embedding(FAISS),1.0,1.0,0.2,1.0,1.0,0.1,1.0,auto_q_1094
Embedding(FAISS),1.0,1.0,0.2,1.0,1.0,0.1,1.0,auto_q_1095
Embedding(FAISS),1.0,1.0,0.2,1.0,1.0,0.1,1.0,auto_q_1096
Embedding(FAISS),0.0,0.0,0.0,0.0,0.0,0.0,0.0,auto_q_1097
Embedding(FAISS),0.0,0.0,0.0,0.0,0.0,0.0,0.0,auto_q_1098
Embedding(FAISS),0.5,1.0,0.2,1.0,1.0,0.1,1.0,auto_q_1099
Embedding(FAISS),0.0,0.0,0.0,0.0,0.0,0.0,0.0,auto_q_1100
Embedding(FAISS),0.25,1.0,0.2,1.0,1.0,0.1,1.0,auto_q_1101
Embedding(FAISS),1.0,1.0,0.2,1.0,1.0,0.1,1.0,auto_q_1102
Embedding(FAISS),0.0,0.0,0.0,0.0,0.0,0.0,0.0,auto_q_1103
Embedding(FAISS),1.0,1.0,0.2,1.0,1.0,0.1,1.0,auto_q_1104
Embedding(FAISS),0.5,1.0,0.2,1.0,1.0,0.1,1.0,auto_q_1105
Embedding(FAISS),0.3333333333333333,1.0,0.2,1.0,1.0,0.1,1.0,auto_q_1106
Embedding(FAISS),0.0,0.0,0.0,0.0,0.0,0.0,0.0,auto_q_1107
Embedding(FAISS),1.0,1.0,0.2,1.0,1.0,0.1,1.0,auto_q_1108
Embedding(FAISS),1.0,1.0,0.2,1.0,1.0,0.1,1.0,auto_q_1109
Embedding(FAISS),0.5,1.0,0.2,1.0,1.0,0.1,1.0,auto_q_1110
Embedding(FAISS),0.3333333333333333,1.0,0.2,1.0,1.0,0.1,1.0,auto_q_1111
Embedding(FAISS),0.125,0.0,0.0,0.0,1.0,0.1,1.0,auto_q_1112
Embedding(FAISS),0.0,0.0,0.0,0.0,0.0,0.0,0.0,auto_q_1113
Embedding(FAISS),0.0,0.0,0.0,0.0,0.0,0.0,0.0,auto_q_1114
Embedding(FAISS),0.0,0.0,0.0,0.0,0.0,0.0,0.0,auto_q_1115
Embedding(FAISS),0.0,0.0,0.0,0.0,0.0,0.0,0.0,auto_q_1116
Embedding(FAISS),0.0,0.0,0.0,0.0,0.0,0.0,0.0,auto_q_1117
Embedding(FAISS),0.1,0.0,0.0,0.0,1.0,0.1,1.0,auto_q_1118
Embedding(FAISS),0.0,0.0,0.0,0.0,0.0,0.0,0.0,auto_q_1119
Embedding(FAISS),0.0,0.0,0.0,0.0,0.0,0.0,0.0,auto_q_1120
Embedding(FAISS),0.3333333333333333,1.0,0.2,1.0,1.0,0.1,1.0,auto_q_1121
Embedding(FAISS),0.5,1.0,0.2,1.0,1.0,0.1,1.0,auto_q_1122
Embedding(FAISS),1.0,1.0,0.2,1.0,1.0,0.1,1.0,auto_q_1123
Embedding(FAISS),1.0,1.0,0.2,1.0,1.0,0.1,1.0,auto_q_1124
Embedding(FAISS),0.125,0.0,0.0,0.0,1.0,0.1,1.0,auto_q_1125
Embedding(FAISS),0.5,1.0,0.2,1.0,1.0,0.1,1.0,auto_q_1126
Embedding(FAISS),1.0,1.0,0.2,1.0,1.0,0.1,1.0,auto_q_1127
Embedding(FAISS),0.5,1.0,0.2,1.0,1.0,0.1,1.0,auto_q_1128
Embedding(FAISS),1.0,1.0,0.2,1.0,1.0,0.1,1.0,auto_q_1129
Embedding(FAISS),0.0,0.0,0.0,0.0,0.0,0.0,0.0,auto_q_1130
Embedding(FAISS),0.3333333333333333,1.0,0.2,1.0,1.0,0.1,1.0,auto_q_1131
Embedding(FAISS),1.0,1.0,0.2,1.0,1.0,0.1,1.0,auto_q_1132
Embedding(FAISS),0.3333333333333333,1.0,0.2,1.0,1.0,0.1,1.0,auto_q_1133
Embedding(FAISS),1.0,1.0,0.2,1.0,1.0,0.1,1.0,auto_q_1134
Embedding(FAISS),0.3333333333333333,1.0,0.2,1.0,1.0,0.1,1.0,auto_q_1135
Embedding(FAISS),0.5,1.0,0.2,1.0,1.0,0.1,1.0,auto_q_1136
Embedding(FAISS),0.0,0.0,0.0,0.0,0.0,0.0,0.0,auto_q_1137
Embedding(FAISS),1.0,1.0,0.2,1.0,1.0,0.1,1.0,auto_q_1138
Embedding(FAISS),0.0,0.0,0.0,0.0,0.0,0.0,0.0,auto_q_1139
Embedding(FAISS),1.0,1.0,0.2,1.0,1.0,0.1,1.0,auto_q_1140
Embedding(FAISS),0.25,1.0,0.2,1.0,1.0,0.1,1.0,auto_q_1141
Embedding(FAISS),0.5,1.0,0.2,1.0,1.0,0.1,1.0,auto_q_1142
Embedding(FAISS),1.0,1.0,0.2,1.0,1.0,0.1,1.0,auto_q_1143
Embedding(FAISS),0.0,0.0,0.0,0.0,0.0,0.0,0.0,auto_q_1144
Embedding(FAISS),0.0,0.0,0.0,0.0,0.0,0.0,0.0,auto_q_1145
Embedding(FAISS),0.3333333333333333,1.0,0.2,1.0,1.0,0.1,1.0,auto_q_1146
Embedding(FAISS),0.0,0.0,0.0,0.0,0.0,0.0,0.0,auto_q_1147
Embedding(FAISS),1.0,1.0,0.2,1.0,1.0,0.1,1.0,auto_q_1148
Embedding(FAISS),0.0,0.0,0.0,0.0,0.0,0.0,0.0,auto_q_1149
Embedding(FAISS),0.0,0.0,0.0,0.0,0.0,0.0,0.0,auto_q_1150
Embedding(FAISS),1.0,1.0,0.2,1.0,1.0,0.1,1.0,auto_q_1151
Embedding(FAISS),0.0,0.0,0.0,0.0,0.0,0.0,0.0,auto_q_1152
Embedding(FAISS),0.0,0.0,0.0,0.0,0.0,0.0,0.0,auto_q_1153
Embedding(FAISS),0.5,1.0,0.2,1.0,1.0,0.1,1.0,auto_q_1154
Embedding(FAISS),0.0,0.0,0.0,0.0,0.0,0.0,0.0,auto_q_1155
Embedding(FAISS),0.0,0.0,0.0,0.0,0.0,0.0,0.0,auto_q_1156
Embedding(FAISS),0.0,0.0,0.0,0.0,0.0,0.0,0.0,auto_q_1157
Embedding(FAISS),0.5,1.0,0.2,1.0,1.0,0.1,1.0,auto_q_1158
Embedding(FAISS),0.5,1.0,0.2,1.0,1.0,0.1,1.0,auto_q_1159
Embedding(FAISS),1.0,1.0,0.2,1.0,1.0,0.1,1.0,auto_q_1160
Embedding(FAISS),0.0,0.0,0.0,0.0,0.0,0.0,0.0,auto_q_1161
Embedding(FAISS),0.0,0.0,0.0,0.0,0.0,0.0,0.0,auto_q_1162
Embedding(FAISS),0.3333333333333333,1.0,0.2,1.0,1.0,0.1,1.0,auto_q_1163
Embedding(FAISS),1.0,1.0,0.2,1.0,1.0,0.1,1.0,auto_q_1164
Embedding(FAISS),0.0,0.0,0.0,0.0,0.0,0.0,0.0,auto_q_1165
Embedding(FAISS),0.0,0.0,0.0,0.0,0.0,0.0,0.0,auto_q_1166
Embedding(FAISS),1.0,1.0,0.2,1.0,1.0,0.1,1.0,auto_q_1167
Embedding(FAISS),0.0,0.0,0.0,0.0,0.0,0.0,0.0,auto_q_1168
Embedding(FAISS),0.0,0.0,0.0,0.0,0.0,0.0,0.0,auto_q_1169
Embedding(FAISS),0.14285714285714285,0.0,0.0,0.0,1.0,0.1,1.0,auto_q_1170
Embedding(FAISS),0.5,1.0,0.2,1.0,1.0,0.1,1.0,auto_q_1171
Embedding(FAISS),0.0,0.0,0.0,0.0,0.0,0.0,0.0,auto_q_1172
Embedding(FAISS),0.0,0.0,0.0,0.0,0.0,0.0,0.0,auto_q_1173
Embedding(FAISS),0.0,0.0,0.0,0.0,0.0,0.0,0.0,auto_q_1174
Embedding(FAISS),0.0,0.0,0.0,0.0,0.0,0.0,0.0,auto_q_1175
Embedding(FAISS),0.0,0.0,0.0,0.0,0.0,0.0,0.0,auto_q_1176
Embedding(FAISS),0.0,0.0,0.0,0.0,0.0,0.0,0.0,auto_q_1177
Embedding(FAISS),0.3333333333333333,1.0,0.2,1.0,1.0,0.1,1.0,auto_q_1178
Embedding(FAISS),0.25,1.0,0.2,1.0,1.0,0.1,1.0,auto_q_1179
Embedding(FAISS),0.5,1.0,0.2,1.0,1.0,0.1,1.0,auto_q_1180
Embedding(FAISS),0.0,0.0,0.0,0.0,0.0,0.0,0.0,auto_q_1181
Embedding(FAISS),0.0,0.0,0.0,0.0,0.0,0.0,0.0,auto_q_1182
Embedding(FAISS),0.0,0.0,0.0,0.0,0.0,0.0,0.0,auto_q_1183
Embedding(FAISS),0.3333333333333333,1.0,0.2,1.0,1.0,0.1,1.0,auto_q_1184
Embedding(FAISS),0.5,1.0,0.2,1.0,1.0,0.1,1.0,auto_q_1185
Embedding(FAISS),0.0,0.0,0.0,0.0,0.0,0.0,0.0,auto_q_1186
Embedding(FAISS),0.0,0.0,0.0,0.0,0.0,0.0,0.0,auto_q_1187
Embedding(FAISS),0.0,0.0,0.0,0.0,0.0,0.0,0.0,auto_q_1188
Embedding(FAISS),0.1,0.0,0.0,0.0,1.0,0.1,1.0,auto_q_1189
Embedding(FAISS),0.0,0.0,0.0,0.0,0.0,0.0,0.0,auto_q_1190
Embedding(FAISS),0.0,0.0,0.0,0.0,0.0,0.0,0.0,auto_q_1191
Embedding(FAISS),1.0,1.0,0.2,1.0,1.0,0.1,1.0,auto_q_1192
Embedding(FAISS),0.0,0.0,0.0,0.0,0.0,0.0,0.0,auto_q_1193
Embedding(FAISS),0.0,0.0,0.0,0.0,0.0,0.0,0.0,auto_q_1194
Embedding(FAISS),0.0,0.0,0.0,0.0,0.0,0.0,0.0,auto_q_1195
Embedding(FAISS),1.0,1.0,0.2,1.0,1.0,0.1,1.0,auto_q_1196
Embedding(FAISS),0.0,0.0,0.0,0.0,0.0,0.0,0.0,auto_q_1197
Embedding(FAISS),1.0,1.0,0.2,1.0,1.0,0.1,1.0,auto_q_1198
Embedding(FAISS),0.14285714285714285,0.0,0.0,0.0,1.0,0.1,1.0,auto_q_1199
Embedding(FAISS),0.25,1.0,0.2,1.0,1.0,0.1,1.0,auto_q_1200
Embedding(FAISS),0.0,0.0,0.0,0.0,0.0,0.0,0.0,auto_q_1201
Embedding(FAISS),0.0,0.0,0.0,0.0,0.0,0.0,0.0,auto_q_1202
Embedding(FAISS),0.0,0.0,0.0,0.0,0.0,0.0,0.0,auto_q_1203
Embedding(FAISS),0.0,0.0,0.0,0.0,0.0,0.0,0.0,auto_q_1204
Embedding(FAISS),1.0,1.0,0.2,1.0,1.0,0.1,1.0,auto_q_1205
Embedding(FAISS),1.0,1.0,0.2,1.0,1.0,0.1,1.0,auto_q_1206
Embedding(FAISS),0.0,0.0,0.0,0.0,0.0,0.0,0.0,auto_q_1207
Embedding(FAISS),0.0,0.0,0.0,0.0,0.0,0.0,0.0,auto_q_1208
Embedding(FAISS),0.0,0.0,0.0,0.0,0.0,0.0,0.0,auto_q_1209
Embedding(FAISS),0.125,0.0,0.0,0.0,1.0,0.1,1.0,auto_q_1210
Embedding(FAISS),0.0,0.0,0.0,0.0,0.0,0.0,0.0,auto_q_1211
Embedding(FAISS),0.0,0.0,0.0,0.0,0.0,0.0,0.0,auto_q_1212
Embedding(FAISS),1.0,1.0,0.2,1.0,1.0,0.1,1.0,auto_q_1213
Embedding(FAISS),0.3333333333333333,1.0,0.2,1.0,1.0,0.1,1.0,auto_q_1214
Embedding(FAISS),1.0,1.0,0.2,1.0,1.0,0.1,1.0,auto_q_1215
Embedding(FAISS),0.25,1.0,0.2,1.0,1.0,0.1,1.0,auto_q_1216
Embedding(FAISS),1.0,1.0,0.2,1.0,1.0,0.1,1.0,auto_q_1217
Embedding(FAISS),0.0,0.0,0.0,0.0,0.0,0.0,0.0,auto_q_1218
Embedding(FAISS),0.16666666666666666,0.0,0.0,0.0,1.0,0.1,1.0,auto_q_1219
Embedding(FAISS),0.2,1.0,0.2,1.0,1.0,0.1,1.0,auto_q_1220
Embedding(FAISS),0.0,0.0,0.0,0.0,0.0,0.0,0.0,auto_q_1221
Embedding(FAISS),0.5,1.0,0.2,1.0,1.0,0.1,1.0,auto_q_1222
Embedding(FAISS),0.0,0.0,0.0,0.0,0.0,0.0,0.0,auto_q_1223
Embedding(FAISS),0.125,0.0,0.0,0.0,1.0,0.1,1.0,auto_q_1224
Embedding(FAISS),0.0,0.0,0.0,0.0,0.0,0.0,0.0,auto_q_1225
Embedding(FAISS),1.0,1.0,0.2,1.0,1.0,0.1,1.0,auto_q_1226
Embedding(FAISS),1.0,1.0,0.2,1.0,1.0,0.1,1.0,auto_q_1227
Embedding(FAISS),0.3333333333333333,1.0,0.2,1.0,1.0,0.1,1.0,auto_q_1228
Embedding(FAISS),1.0,1.0,0.2,1.0,1.0,0.1,1.0,auto_q_1229
Embedding(FAISS),0.0,0.0,0.0,0.0,0.0,0.0,0.0,auto_q_1230
Embedding(FAISS),1.0,1.0,0.2,1.0,1.0,0.1,1.0,auto_q_1231
Embedding(FAISS),0.0,0.0,0.0,0.0,0.0,0.0,0.0,auto_q_1232
Embedding(FAISS),0.3333333333333333,1.0,0.2,1.0,1.0,0.1,1.0,auto_q_1233
Embedding(FAISS),1.0,1.0,0.2,1.0,1.0,0.1,1.0,auto_q_1234
Embedding(FAISS),0.0,0.0,0.0,0.0,0.0,0.0,0.0,auto_q_1235
Embedding(FAISS),0.0,0.0,0.0,0.0,0.0,0.0,0.0,auto_q_1236
Embedding(FAISS),1.0,1.0,0.2,1.0,1.0,0.1,1.0,auto_q_1237
Embedding(FAISS),0.0,0.0,0.0,0.0,0.0,0.0,0.0,auto_q_1238
Embedding(FAISS),0.0,0.0,0.0,0.0,0.0,0.0,0.0,auto_q_1239
Embedding(FAISS),0.0,0.0,0.0,0.0,0.0,0.0,0.0,auto_q_1240
Embedding(FAISS),0.0,0.0,0.0,0.0,0.0,0.0,0.0,auto_q_1241
Embedding(FAISS),1.0,1.0,0.2,1.0,1.0,0.1,1.0,auto_q_1242
Embedding(FAISS),0.0,0.0,0.0,0.0,0.0,0.0,0.0,auto_q_1243
Embedding(FAISS),0.0,0.0,0.0,0.0,0.0,0.0,0.0,auto_q_1244
Embedding(FAISS),0.3333333333333333,1.0,0.2,1.0,1.0,0.1,1.0,auto_q_1245
Embedding(FAISS),1.0,1.0,0.2,1.0,1.0,0.1,1.0,auto_q_1246
Embedding(FAISS),1.0,1.0,0.2,1.0,1.0,0.1,1.0,auto_q_1247
Embedding(FAISS),0.0,0.0,0.0,0.0,0.0,0.0,0.0,auto_q_1248
Embedding(FAISS),0.25,1.0,0.2,1.0,1.0,0.1,1.0,auto_q_1249
Embedding(FAISS),0.0,0.0,0.0,0.0,0.0,0.0,0.0,auto_q_1250
Embedding(FAISS),0.5,1.0,0.2,1.0,1.0,0.1,1.0,auto_q_1251
Embedding(FAISS),1.0,1.0,0.2,1.0,1.0,0.1,1.0,auto_q_1252
Embedding(FAISS),0.5,1.0,0.2,1.0,1.0,0.1,1.0,auto_q_1253
Embedding(FAISS),0.25,1.0,0.2,1.0,1.0,0.1,1.0,auto_q_1254
Embedding(FAISS),0.125,0.0,0.0,0.0,1.0,0.1,1.0,auto_q_1255
Embedding(FAISS),1.0,1.0,0.2,1.0,1.0,0.1,1.0,auto_q_1256
Embedding(FAISS),0.0,0.0,0.0,0.0,0.0,0.0,0.0,auto_q_1257
Embedding(FAISS),0.0,0.0,0.0,0.0,0.0,0.0,0.0,auto_q_1258
Embedding(FAISS),1.0,1.0,0.2,1.0,1.0,0.1,1.0,auto_q_1259
Embedding(FAISS),1.0,1.0,0.2,1.0,1.0,0.1,1.0,auto_q_1260
Embedding(FAISS),0.2,1.0,0.2,1.0,1.0,0.1,1.0,auto_q_1261
Embedding(FAISS),0.25,1.0,0.2,1.0,1.0,0.1,1.0,auto_q_1262
Embedding(FAISS),0.5,1.0,0.2,1.0,1.0,0.1,1.0,auto_q_1263
Embedding(FAISS),0.0,0.0,0.0,0.0,0.0,0.0,0.0,auto_q_1264
Embedding(FAISS),1.0,1.0,0.2,1.0,1.0,0.1,1.0,auto_q_1265
Embedding(FAISS),0.0,0.0,0.0,0.0,0.0,0.0,0.0,auto_q_1266
Embedding(FAISS),0.5,1.0,0.2,1.0,1.0,0.1,1.0,auto_q_1267
Embedding(FAISS),0.0,0.0,0.0,0.0,0.0,0.0,0.0,auto_q_1268
Embedding(FAISS),0.2,1.0,0.2,1.0,1.0,0.1,1.0,auto_q_1269
Embedding(FAISS),0.0,0.0,0.0,0.0,0.0,0.0,0.0,auto_q_1270
Embedding(FAISS),0.125,0.0,0.0,0.0,1.0,0.1,1.0,auto_q_1271
Embedding(FAISS),0.25,1.0,0.2,1.0,1.0,0.1,1.0,auto_q_1272
Embedding(FAISS),1.0,1.0,0.2,1.0,1.0,0.1,1.0,auto_q_1273
Embedding(FAISS),0.3333333333333333,1.0,0.2,1.0,1.0,0.1,1.0,auto_q_1274
Embedding(FAISS),0.0,0.0,0.0,0.0,0.0,0.0,0.0,auto_q_1275
Embedding(FAISS),1.0,1.0,0.2,1.0,1.0,0.1,1.0,auto_q_1276
Embedding(FAISS),1.0,1.0,0.2,1.0,1.0,0.1,1.0,auto_q_1277
Embedding(FAISS),0.0,0.0,0.0,0.0,0.0,0.0,0.0,auto_q_1278
Embedding(FAISS),0.3333333333333333,1.0,0.2,1.0,1.0,0.1,1.0,auto_q_1279
Embedding(FAISS),0.0,0.0,0.0,0.0,0.0,0.0,0.0,auto_q_1280
Embedding(FAISS),0.0,0.0,0.0,0.0,0.0,0.0,0.0,auto_q_1281
Embedding(FAISS),1.0,1.0,0.2,1.0,1.0,0.1,1.0,auto_q_1282
Embedding(FAISS),0.5,1.0,0.2,1.0,1.0,0.1,1.0,auto_q_1283
Embedding(FAISS),0.0,0.0,0.0,0.0,0.0,0.0,0.0,auto_q_1284
Embedding(FAISS),0.0,0.0,0.0,0.0,0.0,0.0,0.0,auto_q_1285
Embedding(FAISS),0.0,0.0,0.0,0.0,0.0,0.0,0.0,auto_q_1286
Embedding(FAISS),0.0,0.0,0.0,0.0,0.0,0.0,0.0,auto_q_1287
Embedding(FAISS),0.0,0.0,0.0,0.0,0.0,0.0,0.0,auto_q_1288
Embedding(FAISS),0.3333333333333333,1.0,0.2,1.0,1.0,0.1,1.0,auto_q_1289
Embedding(FAISS),0.5,1.0,0.2,1.0,1.0,0.1,1.0,auto_q_1290
Embedding(FAISS),0.0,0.0,0.0,0.0,0.0,0.0,0.0,auto_q_1291
Embedding(FAISS),0.3333333333333333,1.0,0.2,1.0,1.0,0.1,1.0,auto_q_1292
Embedding(FAISS),0.125,0.0,0.0,0.0,1.0,0.1,1.0,auto_q_1293
Embedding(FAISS),1.0,1.0,0.2,1.0,1.0,0.1,1.0,auto_q_1294
Embedding(FAISS),0.0,0.0,0.0,0.0,0.0,0.0,0.0,auto_q_1295
Embedding(FAISS),1.0,1.0,0.2,1.0,1.0,0.1,1.0,auto_q_1296
Embedding(FAISS),1.0,1.0,0.2,1.0,1.0,0.1,1.0,auto_q_1297
Embedding(FAISS),0.0,0.0,0.0,0.0,0.0,0.0,0.0,auto_q_1298
Embedding(FAISS),0.0,0.0,0.0,0.0,0.0,0.0,0.0,auto_q_1299
Embedding(FAISS),0.16666666666666666,0.0,0.0,0.0,1.0,0.1,1.0,auto_q_1300
Embedding(FAISS),0.2,1.0,0.2,1.0,1.0,0.1,1.0,auto_q_1301
Embedding(FAISS),0.5,1.0,0.2,1.0,1.0,0.1,1.0,auto_q_1302
Embedding(FAISS),0.0,0.0,0.0,0.0,0.0,0.0,0.0,auto_q_1303
Embedding(FAISS),0.0,0.0,0.0,0.0,0.0,0.0,0.0,auto_q_1304
Embedding(FAISS),0.0,0.0,0.0,0.0,0.0,0.0,0.0,auto_q_1305
Embedding(FAISS),1.0,1.0,0.2,1.0,1.0,0.1,1.0,auto_q_1306
Embedding(FAISS),0.5,1.0,0.2,1.0,1.0,0.1,1.0,auto_q_1307
Embedding(FAISS),0.5,1.0,0.2,1.0,1.0,0.1,1.0,auto_q_1308
Embedding(FAISS),0.2,1.0,0.2,1.0,1.0,0.1,1.0,auto_q_1309
Embedding(FAISS),0.16666666666666666,0.0,0.0,0.0,1.0,0.1,1.0,auto_q_1310
Embedding(FAISS),1.0,1.0,0.2,1.0,1.0,0.1,1.0,auto_q_1311
Embedding(FAISS),1.0,1.0,0.2,1.0,1.0,0.1,1.0,auto_q_1312
Embedding(FAISS),0.25,1.0,0.2,1.0,1.0,0.1,1.0,auto_q_1313
Embedding(FAISS),0.25,1.0,0.2,1.0,1.0,0.1,1.0,auto_q_1314
Embedding(FAISS),0.3333333333333333,1.0,0.2,1.0,1.0,0.1,1.0,auto_q_1315
Embedding(FAISS),1.0,1.0,0.2,1.0,1.0,0.1,1.0,auto_q_1316
Embedding(FAISS),0.0,0.0,0.0,0.0,0.0,0.0,0.0,auto_q_1317
Embedding(FAISS),1.0,1.0,0.2,1.0,1.0,0.1,1.0,auto_q_1318
Embedding(FAISS),0.0,0.0,0.0,0.0,0.0,0.0,0.0,auto_q_1319
Embedding(FAISS),1.0,1.0,0.2,1.0,1.0,0.1,1.0,auto_q_1320
Embedding(FAISS),0.5,1.0,0.2,1.0,1.0,0.1,1.0,auto_q_1321
Embedding(FAISS),1.0,1.0,0.2,1.0,1.0,0.1,1.0,auto_q_1322
Embedding(FAISS),0.0,0.0,0.0,0.0,0.0,0.0,0.0,auto_q_1323
Embedding(FAISS),0.0,0.0,0.0,0.0,0.0,0.0,0.0,auto_q_1324
Embedding(FAISS),0.14285714285714285,0.0,0.0,0.0,1.0,0.1,1.0,auto_q_1325
Embedding(FAISS),0.5,1.0,0.2,1.0,1.0,0.1,1.0,auto_q_1326
Embedding(FAISS),1.0,1.0,0.2,1.0,1.0,0.1,1.0,auto_q_1327
Embedding(FAISS),1.0,1.0,0.2,1.0,1.0,0.1,1.0,auto_q_1328
Embedding(FAISS),1.0,1.0,0.2,1.0,1.0,0.1,1.0,auto_q_1329
Embedding(FAISS),0.0,0.0,0.0,0.0,0.0,0.0,0.0,auto_q_1330
Embedding(FAISS),0.0,0.0,0.0,0.0,0.0,0.0,0.0,auto_q_1331
Embedding(FAISS),0.0,0.0,0.0,0.0,0.0,0.0,0.0,auto_q_1332
Embedding(FAISS),0.0,0.0,0.0,0.0,0.0,0.0,0.0,auto_q_1333
Embedding(FAISS),0.25,1.0,0.2,1.0,1.0,0.1,1.0,auto_q_1334
Embedding(FAISS),1.0,1.0,0.2,1.0,1.0,0.1,1.0,auto_q_1335
Embedding(FAISS),1.0,1.0,0.2,1.0,1.0,0.1,1.0,auto_q_1336
Embedding(FAISS),0.0,0.0,0.0,0.0,0.0,0.0,0.0,auto_q_1337
Embedding(FAISS),0.0,0.0,0.0,0.0,0.0,0.0,0.0,auto_q_1338
Embedding(FAISS),1.0,1.0,0.2,1.0,1.0,0.1,1.0,auto_q_1339
Embedding(FAISS),0.5,1.0,0.2,1.0,1.0,0.1,1.0,auto_q_1340
Embedding(FAISS),0.0,0.0,0.0,0.0,0.0,0.0,0.0,auto_q_1341
Embedding(FAISS),0.0,0.0,0.0,0.0,0.0,0.0,0.0,auto_q_1342
Embedding(FAISS),1.0,1.0,0.2,1.0,1.0,0.1,1.0,auto_q_1343
Embedding(FAISS),0.0,0.0,0.0,0.0,0.0,0.0,0.0,auto_q_1344
Embedding(FAISS),1.0,1.0,0.2,1.0,1.0,0.1,1.0,auto_q_1345
Embedding(FAISS),0.0,0.0,0.0,0.0,0.0,0.0,0.0,auto_q_1346
Embedding(FAISS),1.0,1.0,0.2,1.0,1.0,0.1,1.0,auto_q_1347
Embedding(FAISS),0.0,0.0,0.0,0.0,0.0,0.0,0.0,auto_q_1348
Embedding(FAISS),1.0,1.0,0.2,1.0,1.0,0.1,1.0,auto_q_1349
Embedding(FAISS),0.14285714285714285,0.0,0.0,0.0,1.0,0.1,1.0,auto_q_1350
Embedding(FAISS),0.0,0.0,0.0,0.0,0.0,0.0,0.0,auto_q_1351
Embedding(FAISS),0.0,0.0,0.0,0.0,0.0,0.0,0.0,auto_q_1352
Embedding(FAISS),0.0,0.0,0.0,0.0,0.0,0.0,0.0,auto_q_1353
Embedding(FAISS),0.0,0.0,0.0,0.0,0.0,0.0,0.0,auto_q_1354
Embedding(FAISS),0.0,0.0,0.0,0.0,0.0,0.0,0.0,auto_q_1355
Embedding(FAISS),0.0,0.0,0.0,0.0,0.0,0.0,0.0,auto_q_1356
Embedding(FAISS),0.0,0.0,0.0,0.0,0.0,0.0,0.0,auto_q_1357
Embedding(FAISS),0.0,0.0,0.0,0.0,0.0,0.0,0.0,auto_q_1358
Embedding(FAISS),1.0,1.0,0.2,1.0,1.0,0.1,1.0,auto_q_1359
Embedding(FAISS),0.0,0.0,0.0,0.0,0.0,0.0,0.0,auto_q_1360
Embedding(FAISS),0.1111111111111111,0.0,0.0,0.0,1.0,0.1,1.0,auto_q_1361
Embedding(FAISS),0.0,0.0,0.0,0.0,0.0,0.0,0.0,auto_q_1362
Embedding(FAISS),0.0,0.0,0.0,0.0,0.0,0.0,0.0,auto_q_1363
Embedding(FAISS),1.0,1.0,0.2,1.0,1.0,0.1,1.0,auto_q_1364
Embedding(FAISS),0.14285714285714285,0.0,0.0,0.0,1.0,0.1,1.0,auto_q_1365
Embedding(FAISS),1.0,1.0,0.2,1.0,1.0,0.1,1.0,auto_q_1366
Embedding(FAISS),0.2,1.0,0.2,1.0,1.0,0.1,1.0,auto_q_1367
Embedding(FAISS),0.2,1.0,0.2,1.0,1.0,0.1,1.0,auto_q_1368
Embedding(FAISS),0.5,1.0,0.2,1.0,1.0,0.1,1.0,auto_q_1369
Embedding(FAISS),1.0,1.0,0.2,1.0,1.0,0.1,1.0,auto_q_1370
Embedding(FAISS),0.0,0.0,0.0,0.0,0.0,0.0,0.0,auto_q_1371
Embedding(FAISS),0.0,0.0,0.0,0.0,0.0,0.0,0.0,auto_q_1372
Embedding(FAISS),0.0,0.0,0.0,0.0,0.0,0.0,0.0,auto_q_1373
Embedding(FAISS),0.0,0.0,0.0,0.0,0.0,0.0,0.0,auto_q_1374
Embedding(FAISS),0.0,0.0,0.0,0.0,0.0,0.0,0.0,auto_q_1375
Embedding(FAISS),0.0,0.0,0.0,0.0,0.0,0.0,0.0,auto_q_1376
Embedding(FAISS),0.0,0.0,0.0,0.0,0.0,0.0,0.0,auto_q_1377
Embedding(FAISS),0.0,0.0,0.0,0.0,0.0,0.0,0.0,auto_q_1378
Embedding(FAISS),0.2,1.0,0.2,1.0,1.0,0.1,1.0,auto_q_1379
Embedding(FAISS),0.0,0.0,0.0,0.0,0.0,0.0,0.0,auto_q_1380
Embedding(FAISS),0.0,0.0,0.0,0.0,0.0,0.0,0.0,auto_q_1381
Embedding(FAISS),1.0,1.0,0.2,1.0,1.0,0.1,1.0,auto_q_1382
Embedding(FAISS),0.0,0.0,0.0,0.0,0.0,0.0,0.0,auto_q_1383
Embedding(FAISS),0.1,0.0,0.0,0.0,1.0,0.1,1.0,auto_q_1384
Embedding(FAISS),0.0,0.0,0.0,0.0,0.0,0.0,0.0,auto_q_1385
Embedding(FAISS),0.0,0.0,0.0,0.0,0.0,0.0,0.0,auto_q_1386
Embedding(FAISS),0.0,0.0,0.0,0.0,0.0,0.0,0.0,auto_q_1387
Embedding(FAISS),0.25,1.0,0.2,1.0,1.0,0.1,1.0,auto_q_1388
